,ticker,rank,sector_class,industry_rank,exp_growth,period,load_date
0,BGSF,3-Hold,Industry: Business - Services,Bottom 39% (156 out of 254),,202102,28/02/2021
0,BFST,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,BFC,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,BERY,3-Hold,Industry: Containers - Paper and Packaging,Bottom 28% (184 out of 254),,202102,28/02/2021
0,BDX,3-Hold,Industry: Medical - Dental Supplies,Top 26% (65 out of 254),,202102,28/02/2021
0,BCML,5-Strong,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,BAH,3-Hold,Industry: Government Services,Top 46% (116 out of 254),,202102,28/02/2021
0,BABA,5-Strong,Industry: Internet - Commerce,Bottom 15% (215 out of 254),,202102,28/02/2021
0,AVY,2-Buy,Industry: Office Supplies,Top 22% (55 out of 254),,202102,28/02/2021
0,AVAV,2-Buy,Industry: Aerospace - Defense Equipment,Bottom 38% (157 out of 254),,202102,28/02/2021
0,AUDC,3-Hold,Industry: Communication - Components,Top 21% (54 out of 254),,202102,28/02/2021
0,AUB,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,ATHM,3-Hold,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,ATH,2-Buy,Industry: Insurance - Life Insurance,Top 46% (116 out of 254),,202102,28/02/2021
0,ASML,2-Buy,Industry: Semiconductor Equipment - Wafer Fabrication,Top 16% (40 out of 254),,202102,28/02/2021
0,ASGN,2-Buy,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,ARE,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,APPF,4-Sell,Industry: Internet - Software,Bottom 27% (185 out of 254),,202102,28/02/2021
0,APH,3-Hold,Industry: Electronics - Connectors,Top 46% (116 out of 254),,202102,28/02/2021
0,APAM,2-Buy,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,ANSS,4-Sell,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,ANET,3-Hold,Industry: Communication - Components,Top 21% (54 out of 254),,202102,28/02/2021
0,AMZN,3-Hold,Industry: Internet - Commerce,Bottom 15% (215 out of 254),,202102,28/02/2021
0,AMWD,3-Hold,Industry: Furniture,Top 38% (97 out of 254),,202102,28/02/2021
0,AMRC,3-Hold,Industry: Alternative Energy - Other,Top 46% (116 out of 254),,202102,28/02/2021
0,AMOT,4-Sell,Industry: Instruments - Control,Bottom 5% (242 out of 254),,202102,28/02/2021
0,AMNB,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,AMEH,3-Hold,Industry: Medical Services,Bottom 31% (176 out of 254),,202102,28/02/2021
0,AMED,3-Hold,Industry: Medical - Outpatient and Home Healthcare,Bottom 14% (219 out of 254),,202102,28/02/2021
0,AMAL,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,ALXN,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 24% (192 out of 254),,202102,28/02/2021
0,ALTA,2-Buy,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,ALRS,3-Hold,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,ALRM,3-Hold,Industry: Security and Safety Services,Top 32% (81 out of 254),,202102,28/02/2021
0,ALGN,1-Strong,Industry: Medical - Dental Supplies,Top 26% (65 out of 254),,202102,28/02/2021
0,AHH,3-Hold,Industry: REIT and Equity Trust - Residential,Bottom 9% (230 out of 254),,202102,28/02/2021
0,AG,4-Sell,Industry: Mining - Silver,Bottom 6% (240 out of 254),,202102,28/02/2021
0,AEIS,3-Hold,Industry: Semiconductor Equipment - Wafer Fabrication,Top 16% (40 out of 254),,202102,28/02/2021
0,ADUS,3-Hold,Industry: Medical - Outpatient and Home Healthcare,Bottom 14% (219 out of 254),,202102,28/02/2021
0,ADBE,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,ACN,3-Hold,Industry: Consulting Services,Top 27% (68 out of 254),,202102,28/02/2021
0,ACGL,3-Hold,Industry: Insurance - Property and Casualty,Top 44% (111 out of 254),,202102,28/02/2021
0,ABTX,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,ABR,2-Buy,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,ABMD,3-Hold,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,ABCB,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,AB,2-Buy,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,AAON,3-Hold,Industry: Building Products - Air Conditioner and Heating,Top 37% (93 out of 254),,202102,28/02/2021
0,MA,4-Sell,Industry: Financial Transaction Services,Bottom 14% (218 out of 253),0.18,202103,31/03/2021
0,AMZN,3-Hold,Industry: Internet - Commerce,Bottom 18% (208 out of 253),0.27,202103,31/03/2021
0,LOGI,1-Strong,Industry: Computer - Peripheral Equipment,Bottom 26% (188 out of 253),0.17,202103,31/03/2021
0,V,3-Hold,Industry: Financial Transaction Services,Bottom 14% (218 out of 253),0.17,202103,31/03/2021
0,EPAM,3-Hold,Industry: Computers - IT Services,Top 50% (124 out of 249),0.23,202105,31/05/2021
0,Glob,3-Hold,Industry: Internet - Software and Services,Bottom 22% (193 out of 249),0.25,202105,31/05/2021
0,DAVA,2-Buy,Industry: Computers - IT Services,Top 50% (124 out of 249),0.25,202105,31/05/2021
0,CARG,3-Hold,Industry: Automotive - Replacement Parts,Top 28% (69 out of 249),0.15,202105,31/05/2021
0,SFM,3-Hold,Industry: Food - Natural Foods Products,Bottom 22% (193 out of 249),0.15,202105,31/05/2021
0,TMHC,2-Buy,Industry: Building Products - Home Builders,Top 6% (15 out of 249),0.15,202105,31/05/2021
0,RGEN,1-Strong,Industry: Medical - Biomedical and Genetics,Bottom 17% (206 out of 249),0.15,202105,31/05/2021
0,NVDA,2-Buy,Industry: Semiconductor - General,Bottom 49% (127 out of 249),0.15,202105,31/05/2021
0,FLWS,2-Buy,Industry: Retail - Mail Order,Top 30% (74 out of 249),0.09,202105,31/05/2021
0,LHX,3-Hold,Industry: Aerospace - Defense,Bottom 12% (220 out of 249),0.09,202105,31/05/2021
0,DHI,1-Strong,Industry: Building Products - Home Builders,Top 6% (15 out of 249),0.09,202105,31/05/2021
0,GOOG,1-Strong,Industry: Internet - Services,Bottom 24% (189 out of 249),0.18,202105,31/05/2021
0,FB,2-Buy,Industry: Internet - Services,Bottom 24% (189 out of 249),0.2,202105,31/05/2021
0,FTNT,3-Hold,Industry: Security,Bottom 9% (226 out of 249),0.14,202105,31/05/2021
0,SUPN,4-Sell,Industry: Medical - Generic Drugs,Bottom 25% (186 out of 249),0.13,202105,31/05/2021
0,MKSI,1-Strong,Industry: Electronics - Manufacturing Machinery,Top 14% (34 out of 249),0.13,202105,31/05/2021
0,IRBT,4-Sell,Industry: Industrial Automation and Robotics,Bottom 16% (208 out of 249),0.13,202105,31/05/2021
0,CPRT,2-Buy,Industry: Auction and Valuation Services,Bottom 49% (127 out of 249),0.08,202105,31/05/2021
0,UCTT,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 14% (34 out of 249),0.08,202105,31/05/2021
0,GLOB,3-Hold,Industry: Internet - Software and Services,Bottom 22% (193 out of 249),0.33,202105,31/05/2021
0,LOGI,2-Buy,Industry: Computer - Peripheral Equipment,Bottom 30% (174 out of 249),0.33,202105,31/05/2021
0,NFLX,3-Hold,Industry: Broadcast Radio and Television,Top 49% (122 out of 249),0.33,202105,31/05/2021
0,MRCY,3-Hold,Industry: Computer - Peripheral Equipment,Bottom 30% (174 out of 249),0.06,202105,31/05/2021
0,FND,3-Hold,Industry: Building Products - Wood,Top 2% (6 out of 249),0.27,202105,31/05/2021
0,AMZN,3-Hold,Industry: Internet - Commerce,Bottom 8% (229 out of 249),0.28,202105,31/05/2021
0,EPAM,3-Hold,Industry: Computers - IT Services,Top 50% (124 out of 249),0.23,202106,30/06/2021
0,Glob,3-Hold,Industry: Internet - Software and Services,Bottom 22% (193 out of 249),0.25,202106,30/06/2021
0,DAVA,2-Buy,Industry: Computers - IT Services,Top 50% (124 out of 249),0.25,202106,30/06/2021
0,CARG,3-Hold,Industry: Automotive - Replacement Parts,Top 28% (69 out of 249),0.15,202106,30/06/2021
0,SFM,3-Hold,Industry: Food - Natural Foods Products,Bottom 22% (193 out of 249),0.15,202106,30/06/2021
0,TMHC,2-Buy,Industry: Building Products - Home Builders,Top 6% (15 out of 249),0.15,202106,30/06/2021
0,RGEN,1-Strong,Industry: Medical - Biomedical and Genetics,Bottom 17% (206 out of 249),0.15,202106,30/06/2021
0,NVDA,2-Buy,Industry: Semiconductor - General,Bottom 49% (127 out of 249),0.15,202106,30/06/2021
0,FLWS,2-Buy,Industry: Retail - Mail Order,Top 30% (74 out of 249),0.09,202106,30/06/2021
0,LHX,3-Hold,Industry: Aerospace - Defense,Bottom 12% (220 out of 249),0.09,202106,30/06/2021
0,DHI,1-Strong,Industry: Building Products - Home Builders,Top 6% (15 out of 249),0.09,202106,30/06/2021
0,GOOG,1-Strong,Industry: Internet - Services,Bottom 24% (189 out of 249),0.18,202106,30/06/2021
0,FB,2-Buy,Industry: Internet - Services,Bottom 24% (189 out of 249),0.2,202106,30/06/2021
0,FTNT,3-Hold,Industry: Security,Bottom 9% (226 out of 249),0.14,202106,30/06/2021
0,SUPN,4-Sell,Industry: Medical - Generic Drugs,Bottom 25% (186 out of 249),0.13,202106,30/06/2021
0,MKSI,1-Strong,Industry: Electronics - Manufacturing Machinery,Top 14% (34 out of 249),0.13,202106,30/06/2021
0,IRBT,4-Sell,Industry: Industrial Automation and Robotics,Bottom 16% (208 out of 249),0.13,202106,30/06/2021
0,CPRT,2-Buy,Industry: Auction and Valuation Services,Bottom 49% (127 out of 249),0.08,202106,30/06/2021
0,UCTT,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 14% (34 out of 249),0.08,202106,30/06/2021
0,GLOB,3-Hold,Industry: Internet - Software and Services,Bottom 22% (193 out of 249),0.33,202106,30/06/2021
0,LOGI,2-Buy,Industry: Computer - Peripheral Equipment,Bottom 30% (174 out of 249),0.33,202106,30/06/2021
0,NFLX,3-Hold,Industry: Broadcast Radio and Television,Top 49% (122 out of 249),0.33,202106,30/06/2021
0,MRCY,3-Hold,Industry: Computer - Peripheral Equipment,Bottom 30% (174 out of 249),0.06,202106,30/06/2021
0,FND,3-Hold,Industry: Building Products - Wood,Top 2% (6 out of 249),0.27,202106,30/06/2021
0,AMZN,3-Hold,Industry: Internet - Commerce,Bottom 8% (229 out of 249),0.28,202106,30/06/2021
